DateTime,Volume
2003-02-28,190382.2999999998
2003-03-31,207673.5999999998
2003-04-30,207673.39999999985
2003-05-31,207755.2999999999
2003-06-30,229622.40000000005
2003-07-31,238219.59999999992
2003-08-31,0.0
2003-09-30,221339.1999999998
2003-10-31,210110.6
2003-11-30,206410.3
2003-12-31,211999.40000000008
2004-01-31,208664.50000000032
2004-02-29,202221.50000000003
2004-03-31,208944.3
2004-04-30,205841.2
2004-05-31,183678.0999999999
2004-06-30,181102.40000000008
2004-07-31,197314.40000000026
2004-08-31,179215.2999999997
2004-09-30,177674.3999999998
2004-10-31,193434.39999999985
2004-11-30,154846.5
2004-12-31,196542.3999999999
2005-01-31,175388.49999999977
2005-02-28,172598.6000000002
2005-03-31,192707.29999999996
2005-04-30,183732.29999999967
2005-05-31,190656.30000000016
2005-06-30,200273.19999999978
2005-07-31,179786.2000000001
2005-08-31,161548.69999999978
2005-09-30,171031.30000000008
2005-10-31,194635.49999999974
2005-11-30,195528.20000000016
2005-12-31,244383.20000000004
2006-01-31,267324.5
2006-02-28,172359.3999999997
2006-03-31,143068.30000000013
2006-04-30,130709.40000000013
2006-05-31,129945.30000000005
2006-06-30,128413.30000000024
2006-07-31,191315.4
2006-08-31,105981.30000000022
2006-09-30,106632.39999999997
2006-10-31,131323.29999999987
2006-11-30,120400.30000000013
2006-12-31,120412.49999999996
2007-01-31,113256.99999999981
2007-02-28,94568.00000000001
2007-03-31,114598.99999999996
2007-04-30,183917.99999999988
2007-05-31,136746.99999999997
2007-06-30,142180.99999999983
2007-07-31,132439.00000000006
2007-08-31,143051.00000000023
2007-09-30,132518.99999999997
2007-10-31,152495.00000000026
2007-11-30,142372.00000000006
2007-12-31,148924.0000000001
2008-01-31,157019.9999999999
2008-02-29,145348.99999999994
2008-03-31,162658.0000000001
2008-04-30,160821.0
2008-05-31,172444.99999999988
2008-06-30,155839.9999999997
2008-07-31,140580.00000000006
2008-08-31,150457.00000000006
2008-09-30,166728.99999999974
2008-10-31,164793.0000000005
2008-11-30,151303.00000000003
2008-12-31,147427.0
2009-01-31,135814.9999999997
2009-02-28,124911.99999999987
2009-03-31,154011.0000000002
2009-04-30,176564.9999999999
2009-05-31,188101.00000000017
2009-06-30,175954.0000000001
2009-07-31,178358.99999999983
