Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,22-01-2021,,,,,,,,
B46D1028,001,29-09-1992,160,143,1069,,,,,,
B46D1028,001,27-10-1992,133,116,1096,,,,,,
B46D1028,001,27-11-1992,72,55,1157,,,,,,
B46D1028,001,28-12-1992,95,78,1134,,,,,,
B46D1028,001,28-01-1993,35,18,1194,,,,,,
B46D1028,001,01-03-1993,110,93,1119,,,,,,
B46D1028,001,02-04-1993,120,103,1109,,,,,,
B46D1028,001,28-04-1993,125,108,1104,,,,,,
B46D1028,001,01-06-1993,125,108,1104,,,,,,
B46D1028,001,30-06-1993,141,124,1088,,,,,,
B46D1028,001,29-07-1993,142,125,1087,,,,,,
B46D1028,001,27-08-1993,145,128,1084,,,,,,
B46D1028,001,28-09-1993,72,55,1157,,,,,,
B46D1028,001,28-10-1993,98,81,1131,,,,,,
B46D1028,001,28-11-1993,105,88,1124,,,,,,
B46D1028,001,28-12-1993,,,,O,,,,,
B46D1028,001,31-01-1994,39,22,1190,,,,,,
B46D1028,001,28-02-1994,81,64,1148,,,,,,
B46D1028,001,28-03-1994,53,36,1176,,,,,,
B46D1028,001,28-04-1994,102,85,1127,,,,,,
B46D1028,001,28-05-1994,118,101,1111,,,,,,
B46D1028,001,28-06-1994,128,111,1101,,,,,,
B46D1028,001,28-07-1994,153,136,1076,,,,,,
B46D1028,001,28-08-1994,151,134,1078,,,,,,
B46D1028,001,30-09-1994,143,126,1086,,,,,,
B46D1028,001,28-10-1994,137,120,1092,,,,,,
B46D1028,001,28-11-1994,114,97,1115,,,,,,
B46D1028,001,02-01-1995,50,33,1179,,,,,,
B46D1028,001,28-01-1995,,,,O,,,,,
B46D1028,001,28-02-1995,42,25,1187,,,,,,
B46D1028,001,28-03-1995,76,59,1153,,,,,,
B46D1028,001,28-04-1995,99,82,1130,,,,,,
B46D1028,001,31-05-1995,113,96,1116,,,,,,
B46D1028,001,28-06-1995,124,107,1105,,,,,,
B46D1028,001,27-07-1995,149,132,1080,,,,,,
B46D1028,001,30-08-1995,167,150,1062,,,,,,
B46D1028,001,28-09-1995,151,134,1078,,,,,,
B46D1028,001,31-10-1995,144,127,1085,,,,,,
B46D1028,001,30-11-1995,142,125,1087,,,,,,
B46D1028,001,30-12-1995,129,112,1100,,,,,,
B46D1028,001,26-01-1996,136,119,1093,,,,,,
B46D1028,001,28-02-1996,120,103,1109,,,,,,
B46D1028,001,28-03-1996,128,111,1101,,,,,,
B46D1028,001,26-04-1996,134,117,1095,,,,,,
B46D1028,001,31-05-1996,133,116,1096,,,,,,
B46D1028,001,28-06-1996,144,127,1085,,,,,,
B46D1028,001,30-07-1996,156,139,1073,,,,,,
B46D1028,001,29-08-1996,148,131,1081,,,,,,
B46D1028,001,30-09-1996,143,126,1086,,,,,,
B46D1028,001,28-11-1996,93,76,1136,,,,,,
B46D1028,001,31-12-1996,104,87,1125,,,,,,
B46D1028,001,28-01-1997,,,,D,,,,,
B46D1028,001,27-02-1997,84,67,1145,,,,,,
B46D1028,001,30-04-1997,97,80,1132,,,,,,
B46D1028,001,29-05-1997,131,114,1098,,,,,,
B46D1028,001,30-06-1997,129,112,1100,,,,,,
B46D1028,001,31-07-1997,142,125,1087,,,,,,
B46D1028,001,27-08-1997,154,137,1075,,,,,,
B46D1028,001,30-09-1997,147,130,1082,,,,,,
B46D1028,001,28-10-1997,146,129,1083,,,,,,
B46D1028,001,29-12-1997,119,102,1110,,,,,,
B46D1028,001,30-01-1998,112,95,1117,,,,,,
B46D1028,001,27-02-1998,114,97,1115,,,,,,
B46D1028,001,31-03-1998,107,90,1122,,,,,,
B46D1028,001,29-04-1998,101,84,1128,,,,,,
B46D1028,001,29-05-1998,122,105,1107,,,,,,
B46D1028,001,28-06-1998,119,102,1110,,,,,,
B46D1028,001,28-07-1998,130,113,1099,,,,,,
B46D1028,001,28-08-1998,143,126,1086,,,,,,
B46D1028,001,28-09-1998,103,86,1126,,,,,,
B46D1028,001,30-10-1998,29,12,1200,,,,,,
B46D1028,001,23-11-1998,72,55,1157,,,,,,
B46D1028,001,28-12-1998,81,64,1148,,,,,,
B46D1028,001,27-01-1999,70,53,1159,,,,,,
B46D1028,001,26-02-1999,48,31,1181,,,,,,
B46D1028,001,25-06-1999,134,117,1095,,,,,,
B46D1028,001,31-12-1999,,,,O,,,,,
B46D1028,001,28-01-2000,89,72,1140,,,,,,
B46D1028,001,28-02-2000,59,42,1170,,,,,,
B46D1028,001,30-03-2000,81,64,1148,,,,,,
B46D1028,001,27-12-2000,99,82,1130,,,,,,
B46D1028,001,30-01-2001,68,51,1161,,,,,,
B46D1028,001,27-02-2001,88,71,1141,,,,,,
B46D1028,001,26-04-2001,75,58,1154,,,,,,
B46D1028,001,31-05-2001,113,96,1116,,,,,,
B46D1028,001,30-07-2001,125,108,1104,,,,,,
