Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,22-01-2021,,,,,,,,
Gegevens beschikbaar:,14-01-1988,tot:,15-10-2009,,,,,,,,
Datum: ,22-01-2021,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B46D1035,001,,190105,405945,1385,13-09-1984,13-09-1984,28-01-2010,1373,-12,1225,1025


Locatie,Filternummer,Peildatum,Stand (cm t.o.v. MP),Stand (cm t.o.v. MV),Stand (cm t.o.v. NAP),Bijzonderheid,Opmerking,,,
B46D1035,001,29-12-2004,60,72,1313,,,,,,
B46D1035,001,15-11-2005,114,126,1259,,,,,,
B46D1035,001,25-11-2005,108,120,1265,,,,,,
B46D1035,001,14-12-2005,96,108,1277,,,,,,
B46D1035,001,29-12-2005,86,98,1287,,,,,,
B46D1035,001,13-01-2006,92,104,1281,,,,,,
B46D1035,001,30-01-2006,96,108,1277,,,,,,
B46D1035,001,15-02-2006,78,90,1295,,,,,,
B46D1035,001,06-03-2006,72,84,1301,,,,,,
B46D1035,001,14-03-2006,167,179,1206,,,,,,
B46D1035,001,28-03-2006,71,83,1302,,,,,,
B46D1035,001,13-04-2006,77,89,1296,,,,,,
B46D1035,001,28-04-2006,86,98,1287,,,,,,
B46D1035,001,16-05-2006,102,114,1271,,,,,,
B46D1035,001,30-05-2006,,,,N,,,,,
B46D1035,001,14-06-2006,,,,N,,,,,
B46D1035,001,28-06-2006,,,,N,,,,,
B46D1035,001,11-07-2006,,,,N,,,,,
B46D1035,001,28-07-2006,,,,N,,,,,
B46D1035,001,14-08-2006,,,,N,,,,,
B46D1035,001,30-08-2006,,,,N,,,,,
B46D1035,001,14-09-2006,,,,N,,,,,
B46D1035,001,28-09-2006,,,,N,,,,,
B46D1035,001,16-10-2006,,,,N,,,,,
B46D1035,001,30-10-2006,,,,N,,,,,
B46D1035,001,14-11-2006,,,,N,,,,,
B46D1035,001,30-11-2006,,,,N,,,,,
B46D1035,001,13-12-2006,,,,N,,,,,
B46D1035,001,29-12-2006,,,,N,,,,,
B46D1035,001,14-01-2007,,,,N,,,,,
B46D1035,001,24-01-2007,,,,N,,,,,
B46D1035,001,12-02-2007,,,,N,,,,,
B46D1035,001,28-02-2007,,,,N,,,,,
B46D1035,001,13-03-2007,,,,N,,,,,
B46D1035,001,28-03-2007,,,,N,,,,,
B46D1035,001,13-04-2007,,,,N,,,,,
B46D1035,001,27-04-2007,,,,N,,,,,
B46D1035,001,15-05-2007,,,,N,,,,,
B46D1035,001,30-05-2007,,,,N,,,,,
B46D1035,001,15-06-2007,,,,N,,,,,
B46D1035,001,26-06-2007,,,,N,,,,,
