Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,22-01-2021,,,,,,,,
Gegevens beschikbaar:,10-06-2016,tot:,07-12-2020,,,,,,,,
Datum: ,22-01-2021,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B46C0502,001,,188599,407012,1257,09-06-2016,09-06-2016,07-12-2020,1341,83,1228,1128


Locatie,Filternummer,Peildatum,Stand (cm t.o.v. MP),Stand (cm t.o.v. MV),Stand (cm t.o.v. NAP),Bijzonderheid,Opmerking,,,
B46C0502,001,10-06-2016,191,108,1150,,,,,,
B46C0502,001,11-06-2016,192,109,1149,,,,,,
B46C0502,001,12-06-2016,192,109,1149,,,,,,
B46C0502,001,13-06-2016,177,94,1164,,,,,,
B46C0502,001,14-06-2016,172,89,1169,,,,,,
B46C0502,001,15-06-2016,173,90,1168,,,,,,
B46C0502,001,16-06-2016,172,89,1169,,,,,,
B46C0502,001,17-06-2016,173,90,1168,,,,,,
B46C0502,001,18-06-2016,170,87,1171,,,,,,
B46C0502,001,19-06-2016,178,95,1163,,,,,,
B46C0502,001,20-06-2016,179,96,1162,,,,,,
B46C0502,001,21-06-2016,166,83,1175,,,,,,
B46C0502,001,22-06-2016,174,91,1167,,,,,,
B46C0502,001,23-06-2016,180,97,1161,,,,,,
B46C0502,001,24-06-2016,152,69,1189,,,,,,
B46C0502,001,25-06-2016,170,87,1171,,,,,,
B46C0502,001,26-06-2016,171,88,1170,,,,,,
B46C0502,001,27-06-2016,176,93,1165,,,,,,
B46C0502,001,28-06-2016,176,93,1165,,,,,,
B46C0502,001,29-06-2016,170,87,1171,,,,,,
B46C0502,001,30-06-2016,178,95,1163,,,,,,
B46C0502,001,01-07-2016,179,96,1162,,,,,,
B46C0502,001,02-07-2016,154,71,1187,,,,,,
B46C0502,001,03-07-2016,170,87,1171,,,,,,
B46C0502,001,04-07-2016,177,94,1164,,,,,,
B46C0502,001,05-07-2016,180,97,1161,,,,,,
B46C0502,001,06-07-2016,183,100,1158,,,,,,
B46C0502,001,07-07-2016,185,102,1156,,,,,,
B46C0502,001,08-07-2016,186,103,1155,,,,,,
B46C0502,001,09-07-2016,188,105,1153,,,,,,
B46C0502,001,10-07-2016,188,105,1153,,,,,,
B46C0502,001,11-07-2016,189,106,1152,,,,,,
B46C0502,001,12-07-2016,190,107,1151,,,,,,
B46C0502,001,13-07-2016,191,108,1150,,,,,,
B46C0502,001,14-07-2016,192,109,1149,,,,,,
B46C0502,001,15-07-2016,193,110,1148,,,,,,
B46C0502,001,16-07-2016,193,110,1148,,,,,,
B46C0502,001,17-07-2016,193,110,1148,,,,,,
B46C0502,001,18-07-2016,194,111,1147,,,,,,
B46C0502,001,19-07-2016,191,108,1150,,,,,,
B46C0502,001,20-07-2016,192,109,1149,,,,,,
B46C0502,001,21-07-2016,194,111,1147,,,,,,
B46C0502,001,22-07-2016,192,109,1149,,,,,,
B46C0502,001,23-07-2016,191,108,1150,,,,,,
B46C0502,001,24-07-2016,191,108,1150,,,,,,
B46C0502,001,25-07-2016,192,109,1149,,,,,,
B46C0502,001,26-07-2016,193,110,1148,,,,,,
B46C0502,001,27-07-2016,194,111,1147,,,,,,
B46C0502,001,28-07-2016,193,110,1148,,,,,,
B46C0502,001,29-07-2016,191,108,1150,,,,,,
B46C0502,001,30-07-2016,191,108,1150,,,,,,
B46C0502,001,31-07-2016,190,107,1151,,,,,,
B46C0502,001,01-08-2016,192,109,1149,,,,,,
B46C0502,001,02-08-2016,190,107,1151,,,,,,
B46C0502,001,03-08-2016,184,101,1157,,,,,,
B46C0502,001,04-08-2016,173,90,1168,,,,,,
B46C0502,001,05-08-2016,178,95,1163,,,,,,
B46C0502,001,06-08-2016,181,98,1160,,,,,,
B46C0502,001,07-08-2016,185,102,1156,,,,,,
B46C0502,001,08-08-2016,185,102,1156,,,,,,
B46C0502,001,09-08-2016,186,103,1155,,,,,,
B46C0502,001,10-08-2016,188,105,1153,,,,,,
B46C0502,001,11-08-2016,188,105,1153,,,,,,
B46C0502,001,12-08-2016,187,104,1154,,,,,,
B46C0502,001,13-08-2016,187,104,1154,,,,,,
B46C0502,001,14-08-2016,189,106,1152,,,,,,
B46C0502,001,15-08-2016,190,107,1151,,,,,,
B46C0502,001,16-08-2016,191,108,1150,,,,,,
B46C0502,001,17-08-2016,191,108,1150,,,,,,
B46C0502,001,18-08-2016,192,109,1149,,,,,,
B46C0502,001,19-08-2016,193,110,1148,,,,,,
B46C0502,001,20-08-2016,193,110,1148,,,,,,
B46C0502,001,21-08-2016,193,110,1148,,,,,,
B46C0502,001,22-08-2016,193,110,1148,,,,,,
B46C0502,001,23-08-2016,193,110,1148,,,,,,
B46C0502,001,24-08-2016,193,110,1148,,,,,,
B46C0502,001,25-08-2016,194,111,1147,,,,,,
B46C0502,001,26-08-2016,194,111,1147,,,,,,
B46C0502,001,27-08-2016,195,112,1146,,,,,,
B46C0502,001,28-08-2016,194,111,1147,,,,,,
B46C0502,001,29-08-2016,194,111,1147,,,,,,
B46C0502,001,30-08-2016,195,112,1146,,,,,,
B46C0502,001,31-08-2016,194,111,1147,,,,,,
B46C0502,001,01-09-2016,195,112,1146,,,,,,
B46C0502,001,02-09-2016,195,112,1146,,,,,,
B46C0502,001,03-09-2016,195,112,1146,,,,,,
B46C0502,001,04-09-2016,194,111,1147,,,,,,
B46C0502,001,05-09-2016,195,112,1146,,,,,,
B46C0502,001,06-09-2016,195,112,1146,,,,,,
B46C0502,001,07-09-2016,195,112,1146,,,,,,
B46C0502,001,08-09-2016,195,112,1146,,,,,,
B46C0502,001,09-09-2016,196,113,1145,,,,,,
B46C0502,001,10-09-2016,196,113,1145,,,,,,
B46C0502,001,11-09-2016,196,113,1145,,,,,,
B46C0502,001,12-09-2016,196,113,1145,,,,,,
B46C0502,001,13-09-2016,196,113,1145,,,,,,
B46C0502,001,14-09-2016,196,113,1145,,,,,,
B46C0502,001,15-09-2016,196,113,1145,,,,,,
B46C0502,001,16-09-2016,192,109,1149,,,,,,
B46C0502,001,17-09-2016,193,110,1148,,,,,,
B46C0502,001,18-09-2016,193,110,1148,,,,,,
B46C0502,001,19-09-2016,193,110,1148,,,,,,
B46C0502,001,20-09-2016,193,110,1148,,,,,,
B46C0502,001,21-09-2016,193,110,1148,,,,,,
B46C0502,001,22-09-2016,193,110,1148,,,,,,
B46C0502,001,23-09-2016,193,110,1148,,,,,,
B46C0502,001,24-09-2016,193,110,1148,,,,,,
B46C0502,001,25-09-2016,193,110,1148,,,,,,
B46C0502,001,26-09-2016,194,111,1147,,,,,,
B46C0502,001,27-09-2016,193,110,1148,,,,,,
B46C0502,001,28-09-2016,194,111,1147,,,,,,
B46C0502,001,29-09-2016,193,110,1148,,,,,,
B46C0502,001,30-09-2016,193,110,1148,,,,,,
B46C0502,001,01-10-2016,192,109,1149,,,,,,
B46C0502,001,02-10-2016,192,109,1149,,,,,,
B46C0502,001,03-10-2016,193,110,1148,,,,,,
B46C0502,001,04-10-2016,194,111,1147,,,,,,
B46C0502,001,05-10-2016,194,111,1147,,,,,,
B46C0502,001,06-10-2016,193,110,1148,,,,,,
B46C0502,001,07-10-2016,192,109,1149,,,,,,
B46C0502,001,08-10-2016,193,110,1148,,,,,,
B46C0502,001,09-10-2016,193,110,1148,,,,,,
B46C0502,001,10-10-2016,193,110,1148,,,,,,
B46C0502,001,11-10-2016,193,110,1148,,,,,,
B46C0502,001,12-10-2016,192,109,1149,,,,,,
B46C0502,001,13-10-2016,192,109,1149,,,,,,
B46C0502,001,14-10-2016,192,109,1149,,,,,,
B46C0502,001,15-10-2016,191,108,1150,,,,,,
B46C0502,001,16-10-2016,192,109,1149,,,,,,
B46C0502,001,17-10-2016,192,109,1149,,,,,,
B46C0502,001,18-10-2016,191,108,1150,,,,,,
B46C0502,001,19-10-2016,190,107,1151,,,,,,
B46C0502,001,20-10-2016,190,107,1151,,,,,,
B46C0502,001,21-10-2016,187,104,1154,,,,,,
B46C0502,001,22-10-2016,187,104,1154,,,,,,
B46C0502,001,23-10-2016,187,104,1154,,,,,,
B46C0502,001,24-10-2016,188,105,1153,,,,,,
B46C0502,001,25-10-2016,188,105,1153,,,,,,
B46C0502,001,26-10-2016,188,105,1153,,,,,,
B46C0502,001,27-10-2016,188,105,1153,,,,,,
B46C0502,001,28-10-2016,188,105,1153,,,,,,
B46C0502,001,29-10-2016,188,105,1153,,,,,,
B46C0502,001,30-10-2016,188,105,1153,,,,,,
B46C0502,001,31-10-2016,193,110,1148,,,,,,
B46C0502,001,01-11-2016,194,111,1147,,,,,,
B46C0502,001,02-11-2016,194,111,1147,,,,,,
B46C0502,001,03-11-2016,194,111,1147,,,,,,
B46C0502,001,04-11-2016,193,110,1148,,,,,,
B46C0502,001,05-11-2016,192,109,1149,,,,,,
B46C0502,001,06-11-2016,193,110,1148,,,,,,
B46C0502,001,07-11-2016,192,109,1149,,,,,,
B46C0502,001,08-11-2016,192,109,1149,,,,,,
B46C0502,001,09-11-2016,191,108,1150,,,,,,
B46C0502,001,10-11-2016,187,104,1154,,,,,,
B46C0502,001,11-11-2016,183,100,1158,,,,,,
B46C0502,001,12-11-2016,185,102,1156,,,,,,
B46C0502,001,13-11-2016,185,102,1156,,,,,,
B46C0502,001,14-11-2016,185,102,1156,,,,,,
B46C0502,001,15-11-2016,183,100,1158,,,,,,
B46C0502,001,16-11-2016,178,95,1163,,,,,,
B46C0502,001,17-11-2016,174,91,1167,,,,,,
B46C0502,001,18-11-2016,165,82,1176,,,,,,
B46C0502,001,19-11-2016,174,91,1167,,,,,,
B46C0502,001,20-11-2016,177,94,1164,,,,,,
B46C0502,001,21-11-2016,175,92,1166,,,,,,
B46C0502,001,22-11-2016,177,94,1164,,,,,,
B46C0502,001,23-11-2016,179,96,1162,,,,,,
B46C0502,001,24-11-2016,181,98,1160,,,,,,
B46C0502,001,25-11-2016,182,99,1159,,,,,,
B46C0502,001,26-11-2016,183,100,1158,,,,,,
B46C0502,001,27-11-2016,184,101,1157,,,,,,
B46C0502,001,28-11-2016,185,102,1156,,,,,,
B46C0502,001,29-11-2016,186,103,1155,,,,,,
B46C0502,001,30-11-2016,187,104,1154,,,,,,
B46C0502,001,01-12-2016,187,104,1154,,,,,,
B46C0502,001,02-12-2016,186,103,1155,,,,,,
B46C0502,001,03-12-2016,187,104,1154,,,,,,
B46C0502,001,04-12-2016,188,105,1153,,,,,,
B46C0502,001,05-12-2016,188,105,1153,,,,,,
B46C0502,001,06-12-2016,189,106,1152,,,,,,
B46C0502,001,07-12-2016,189,106,1152,,,,,,
B46C0502,001,08-12-2016,189,106,1152,,,,,,
B46C0502,001,09-12-2016,190,107,1151,,,,,,
B46C0502,001,10-12-2016,190,107,1151,,,,,,
B46C0502,001,11-12-2016,188,105,1153,,,,,,
B46C0502,001,12-12-2016,188,105,1153,,,,,,
B46C0502,001,13-12-2016,188,105,1153,,,,,,
B46C0502,001,14-12-2016,188,105,1153,,,,,,
B46C0502,001,15-12-2016,188,105,1153,,,,,,
B46C0502,001,16-12-2016,189,106,1152,,,,,,
B46C0502,001,17-12-2016,189,106,1152,,,,,,
B46C0502,001,18-12-2016,189,106,1152,,,,,,
B46C0502,001,19-12-2016,190,107,1151,,,,,,
B46C0502,001,20-12-2016,190,107,1151,,,,,,
B46C0502,001,21-12-2016,190,107,1151,,,,,,
B46C0502,001,22-12-2016,184,101,1157,,,,,,
