Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,22-01-2021,,,,,,,,
Gegevens beschikbaar:,14-01-1988,tot:,13-09-2018,,,,,,,,
Datum: ,22-01-2021,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B46C0251,001,,189414,405714,1464,13-09-1984,13-09-1984,23-03-1989,1451,-13,1321,1121
B46C0251,001,,189414,405714,1464,23-03-1989,23-03-1989,29-11-1994,1449,-15,1321,1121
B46C0251,001,,189414,405714,1464,29-11-1994,29-11-1994,10-01-2011,1456,-8,1321,1121
B46C0251,001,,189414,405714,1465,10-01-2011,10-01-2011,13-09-2018,1552,87,1321,1121


Locatie,Filternummer,Peildatum,Stand (cm t.o.v. MP),Stand (cm t.o.v. MV),Stand (cm t.o.v. NAP),Bijzonderheid,Opmerking,,,
B46C0251,001,14-01-1988,83,96,1368,,,,,,
B46C0251,001,28-01-1988,55,68,1396,,,,,,
B46C0251,001,12-02-1988,64,77,1387,,,,,,
B46C0251,001,29-02-1988,89,102,1362,,,,,,
B46C0251,001,15-03-1988,61,74,1390,,,,,,
B46C0251,001,29-03-1988,57,70,1394,,,,,,
B46C0251,001,14-04-1988,101,114,1350,,,,,,
B46C0251,001,28-04-1988,108,121,1343,,,,,,
B46C0251,001,16-05-1988,102,115,1349,,,,,,
B46C0251,001,27-05-1988,97,110,1354,,,,,,
B46C0251,001,14-06-1988,115,128,1336,,,,,,
B46C0251,001,28-06-1988,124,137,1327,,,,,,
B46C0251,001,14-07-1988,113,126,1338,,,,,,
B46C0251,001,28-07-1988,85,98,1366,,,,,,
B46C0251,001,15-08-1988,113,126,1338,,,,,,
B46C0251,001,29-08-1988,116,129,1335,,,,,,
B46C0251,001,14-09-1988,120,133,1331,,,,,,
B46C0251,001,28-09-1988,61,74,1390,,,,,,
B46C0251,001,13-10-1988,83,96,1368,,,,,,
B46C0251,001,28-10-1988,100,113,1351,,,,,,
B46C0251,001,14-11-1988,118,131,1333,,,,,,
B46C0251,001,28-11-1988,118,131,1333,,,,,,
B46C0251,001,14-12-1988,86,99,1365,,,,,,
B46C0251,001,28-12-1988,86,99,1365,,,,,,
B46C0251,001,13-01-1989,90,103,1361,,,,,,
B46C0251,001,27-01-1989,105,118,1346,,,,,,
B46C0251,001,14-02-1989,110,123,1341,,,,,,
B46C0251,001,28-02-1989,90,103,1361,,,,,,
B46C0251,001,14-03-1989,90,103,1361,,,,,,
B46C0251,001,28-03-1989,85,100,1364,,,,,,
B46C0251,001,14-04-1989,87,102,1362,,,,,,
B46C0251,001,27-04-1989,82,97,1367,,,,,,
B46C0251,001,16-05-1989,111,126,1338,,,,,,
B46C0251,001,29-05-1989,132,147,1317,,,,,,
B46C0251,001,14-06-1989,97,112,1352,,,,,,
B46C0251,001,28-06-1989,151,166,1298,,,,,,
B46C0251,001,14-07-1989,148,163,1301,,,,,,
B46C0251,001,28-07-1989,163,178,1286,,,,,,
B46C0251,001,14-08-1989,170,185,1279,,,,,,
B46C0251,001,28-08-1989,177,192,1272,,,,,,
B46C0251,001,14-09-1989,178,193,1271,,,,,,
B46C0251,001,28-09-1989,174,189,1275,,,,,,
B46C0251,001,13-10-1989,173,188,1276,,,,,,
B46C0251,001,27-10-1989,190,205,1259,,,,,,
B46C0251,001,14-11-1989,165,180,1284,,,,,,
B46C0251,001,28-11-1989,169,184,1280,,,,,,
B46C0251,001,14-12-1989,155,170,1294,,,,,,
B46C0251,001,28-12-1989,127,142,1322,,,,,,
B46C0251,001,15-01-1990,135,150,1314,,,,,,
B46C0251,001,29-01-1990,111,126,1338,,,,,,
B46C0251,001,14-02-1990,101,116,1348,,,,,,
B46C0251,001,28-02-1990,92,107,1357,,,,,,
B46C0251,001,14-03-1990,107,122,1342,,,,,,
B46C0251,001,27-03-1990,106,121,1343,,,,,,
B46C0251,001,13-04-1990,115,130,1334,,,,,,
B46C0251,001,27-04-1990,117,132,1332,,,,,,
B46C0251,001,14-05-1990,123,138,1326,,,,,,
B46C0251,001,28-05-1990,137,152,1312,,,,,,
B46C0251,001,14-06-1990,135,150,1314,,,,,,
B46C0251,001,28-06-1990,142,157,1307,,,,,,
B46C0251,001,16-07-1990,151,166,1298,,,,,,
B46C0251,001,27-07-1990,174,189,1275,,,,,,
B46C0251,001,14-08-1990,195,210,1254,,,,,,
B46C0251,001,28-08-1990,202,217,1247,,,,,,
B46C0251,001,14-09-1990,206,221,1243,,,,,,
B46C0251,001,28-09-1990,194,209,1255,,,,,,
B46C0251,001,15-10-1990,199,214,1250,,,,,,
B46C0251,001,29-10-1990,192,207,1257,,,,,,
B46C0251,001,14-11-1990,175,190,1274,,,,,,
B46C0251,001,28-11-1990,152,167,1297,,,,,,
B46C0251,001,14-12-1990,143,158,1306,,,,,,
B46C0251,001,28-12-1990,127,142,1322,,,,,,
B46C0251,001,14-01-1991,120,135,1329,,,,,,
B46C0251,001,28-01-1991,111,126,1338,,,,,,
B46C0251,001,14-02-1991,127,142,1322,,,,,,
B46C0251,001,28-02-1991,107,122,1342,,,,,,
B46C0251,001,14-03-1991,115,130,1334,,,,,,
B46C0251,001,28-03-1991,115,130,1334,,,,,,
B46C0251,001,15-04-1991,119,134,1330,,,,,,
B46C0251,001,29-04-1991,120,135,1329,,,,,,
B46C0251,001,14-05-1991,124,139,1325,,,,,,
B46C0251,001,28-05-1991,138,153,1311,,,,,,
B46C0251,001,13-06-1991,159,174,1290,,,,,,
B46C0251,001,27-06-1991,128,143,1321,,,,,,
B46C0251,001,15-07-1991,129,144,1320,,,,,,
B46C0251,001,29-07-1991,134,149,1315,,,,,,
B46C0251,001,14-08-1991,148,163,1301,,,,,,
B46C0251,001,28-08-1991,174,189,1275,,,,,,
B46C0251,001,13-09-1991,189,204,1260,,,,,,
B46C0251,001,27-09-1991,192,207,1257,,,,,,
B46C0251,001,14-10-1991,194,209,1255,,,,,,
B46C0251,001,28-10-1991,174,189,1275,,,,,,
B46C0251,001,14-11-1991,141,156,1308,,,,,,
B46C0251,001,28-11-1991,127,142,1322,,,,,,
B46C0251,001,13-12-1991,132,147,1317,,,,,,
B46C0251,001,30-12-1991,95,110,1354,,,,,,
B46C0251,001,14-01-1992,99,114,1350,,,,,,
B46C0251,001,28-01-1992,112,127,1337,,,,,,
B46C0251,001,14-02-1992,99,114,1350,,,,,,
B46C0251,001,28-02-1992,106,121,1343,,,,,,
B46C0251,001,13-03-1992,88,103,1361,,,,,,
B46C0251,001,27-03-1992,81,96,1368,,,,,,
B46C0251,001,14-04-1992,102,117,1347,,,,,,
B46C0251,001,28-04-1992,90,105,1359,,,,,,
B46C0251,001,14-05-1992,101,116,1348,,,,,,
B46C0251,001,27-05-1992,123,138,1326,,,,,,
B46C0251,001,15-06-1992,122,137,1327,,,,,,
B46C0251,001,29-06-1992,148,163,1301,,,,,,
B46C0251,001,14-07-1992,168,183,1281,,,,,,
B46C0251,001,28-07-1992,173,188,1276,,,,,,
B46C0251,001,14-08-1992,181,196,1268,,,,,,
B46C0251,001,28-08-1992,155,170,1294,,,,,,
B46C0251,001,14-09-1992,123,138,1326,,,,,,
B46C0251,001,28-09-1992,134,149,1315,,,,,,
B46C0251,001,14-10-1992,134,149,1315,,,,,,
B46C0251,001,28-10-1992,121,136,1328,,,,,,
B46C0251,001,13-11-1992,112,127,1337,,,,,,
B46C0251,001,27-11-1992,79,94,1370,,,,,,
B46C0251,001,14-12-1992,77,92,1372,,,,,,
B46C0251,001,28-12-1992,94,109,1355,,,,,,
B46C0251,001,14-01-1993,73,88,1376,,,,,,
B46C0251,001,28-01-1993,78,93,1371,,,,,,
B46C0251,001,15-02-1993,99,114,1350,,,,,,
B46C0251,001,01-03-1993,96,111,1353,,,,,,
B46C0251,001,15-03-1993,107,122,1342,,,,,,
B46C0251,001,29-03-1993,109,124,1340,,,,,,
B46C0251,001,14-04-1993,105,120,1344,,,,,,
B46C0251,001,28-04-1993,115,130,1334,,,,,,
B46C0251,001,14-05-1993,93,108,1356,,,,,,
B46C0251,001,28-05-1993,104,119,1345,,,,,,
B46C0251,001,14-06-1993,128,143,1321,,,,,,
B46C0251,001,28-06-1993,133,148,1316,,,,,,
B46C0251,001,14-07-1993,162,177,1287,,,,,,
B46C0251,001,28-07-1993,112,127,1337,,,,,,
B46C0251,001,13-08-1993,116,131,1333,,,,,,
B46C0251,001,27-08-1993,126,141,1323,,,,,,
B46C0251,001,14-09-1993,113,128,1336,,,,,,
B46C0251,001,28-09-1993,88,103,1361,,,,,,
B46C0251,001,14-10-1993,76,91,1373,,,,,,
B46C0251,001,28-10-1993,105,120,1344,,,,,,
B46C0251,001,15-11-1993,62,77,1387,,,,,,
B46C0251,001,29-11-1993,110,125,1339,,,,,,
B46C0251,001,14-12-1993,67,82,1382,,,,,,
B46C0251,001,28-12-1993,61,76,1388,,,,,,
B46C0251,001,14-01-1994,63,78,1386,,,,,,
B46C0251,001,28-01-1994,41,56,1408,,,,,,
B46C0251,001,11-02-1994,88,103,1361,,,,,,
B46C0251,001,28-02-1994,83,98,1366,,,,,,
B46C0251,001,14-03-1994,93,108,1356,,,,,,
B46C0251,001,28-03-1994,75,90,1374,,,,,,
B46C0251,001,14-04-1994,85,100,1364,,,,,,
B46C0251,001,28-04-1994,89,104,1360,,,,,,
B46C0251,001,16-05-1994,95,110,1354,,,,,,
B46C0251,001,27-05-1994,95,110,1354,,,,,,
B46C0251,001,14-06-1994,89,104,1360,,,,,,
B46C0251,001,28-06-1994,111,126,1338,,,,,,
B46C0251,001,13-07-1994,139,154,1310,,,,,,
B46C0251,001,28-07-1994,155,170,1294,,,,,,
B46C0251,001,15-08-1994,178,193,1271,,,,,,
B46C0251,001,29-08-1994,179,194,1270,,,,,,
B46C0251,001,14-09-1994,162,177,1287,,,,,,
B46C0251,001,28-09-1994,145,160,1304,,,,,,
B46C0251,001,14-10-1994,139,154,1310,,,,,,
B46C0251,001,28-10-1994,140,155,1309,,,,,,
B46C0251,001,14-11-1994,110,125,1339,,,,,,
B46C0251,001,28-11-1994,106,121,1343,,,,,,
B46C0251,001,14-12-1994,99,107,1357,,,,,,
B46C0251,001,28-12-1994,70,78,1386,,,,,,
B46C0251,001,13-01-1995,78,86,1378,,,,,,
B46C0251,001,27-01-1995,54,62,1402,,,,,,
B46C0251,001,14-02-1995,85,93,1371,,,,,,
B46C0251,001,02-03-1995,86,94,1370,,,,,,
B46C0251,001,15-03-1995,90,98,1366,,,,,,
B46C0251,001,29-03-1995,72,80,1384,,,,,,
B46C0251,001,14-04-1995,98,106,1358,,,,,,
B46C0251,001,28-04-1995,105,113,1351,,,,,,
B46C0251,001,15-05-1995,113,121,1343,,,,,,
B46C0251,001,29-05-1995,84,92,1372,,,,,,
B46C0251,001,14-06-1995,82,90,1374,,,,,,
B46C0251,001,28-06-1995,113,121,1343,,,,,,
B46C0251,001,14-07-1995,152,160,1304,,,,,,
B46C0251,001,28-07-1995,174,182,1282,,,,,,
B46C0251,001,14-08-1995,193,201,1263,,,,,,
B46C0251,001,28-08-1995,203,211,1253,,,,,,
B46C0251,001,14-09-1995,197,205,1259,,,,,,
B46C0251,001,28-09-1995,186,194,1270,,,,,,
B46C0251,001,13-10-1995,162,170,1294,,,,,,
B46C0251,001,27-10-1995,162,170,1294,,,,,,
B46C0251,001,14-11-1995,169,177,1287,,,,,,
B46C0251,001,28-11-1995,165,173,1291,,,,,,
B46C0251,001,14-12-1995,168,176,1288,,,,,,
B46C0251,001,28-12-1995,162,170,1294,,,,,,
B46C0251,001,15-01-1996,153,161,1303,,,,,,
B46C0251,001,29-01-1996,154,162,1302,,,,,,
B46C0251,001,14-02-1996,154,162,1302,,,,,,
B46C0251,001,28-02-1996,138,146,1318,,,,,,
B46C0251,001,13-03-1996,135,143,1321,,,,,,
B46C0251,001,27-03-1996,133,141,1323,,,,,,
B46C0251,001,15-04-1996,135,143,1321,,,,,,
B46C0251,001,29-04-1996,137,145,1319,,,,,,
B46C0251,001,14-05-1996,158,166,1298,,,,,,
B46C0251,001,28-05-1996,149,157,1307,,,,,,
B46C0251,001,14-06-1996,173,181,1283,,,,,,
B46C0251,001,28-06-1996,189,197,1267,,,,,,
B46C0251,001,15-07-1996,195,203,1261,,,,,,
B46C0251,001,29-07-1996,212,220,1244,,,,,,
B46C0251,001,14-08-1996,215,223,1241,,,,,,
B46C0251,001,28-08-1996,214,222,1242,,,,,,
B46C0251,001,13-09-1996,169,177,1287,,,,,,
B46C0251,001,27-09-1996,171,179,1285,,,,,,
B46C0251,001,14-10-1996,,,,N,,,,,
B46C0251,001,28-10-1996,,,,N,,,,,
B46C0251,001,14-11-1996,141,149,1315,,,,,,
B46C0251,001,28-11-1996,119,127,1337,,,,,,
B46C0251,001,13-12-1996,109,117,1347,,,,,,
B46C0251,001,24-12-1996,108,116,1348,,,,,,
B46C0251,001,14-01-1997,125,133,1331,,,,,,
B46C0251,001,28-01-1997,124,132,1332,,,,,,
B46C0251,001,14-02-1997,78,86,1378,,,,,,
B46C0251,001,28-02-1997,89,97,1367,,,,,,
B46C0251,001,14-03-1997,109,117,1347,,,,,,
B46C0251,001,28-03-1997,99,107,1357,,,,,,
B46C0251,001,14-04-1997,112,120,1344,,,,,,
B46C0251,001,28-04-1997,114,122,1342,,,,,,
B46C0251,001,14-05-1997,104,112,1352,,,,,,
B46C0251,001,28-05-1997,118,126,1338,,,,,,
B46C0251,001,13-06-1997,129,137,1327,,,,,,
B46C0251,001,27-06-1997,120,128,1336,,,,,,
B46C0251,001,14-07-1997,125,133,1331,,,,,,
B46C0251,001,28-07-1997,139,147,1317,,,,,,
B46C0251,001,14-08-1997,165,173,1291,,,,,,
B46C0251,001,28-08-1997,180,188,1276,,,,,,
B46C0251,001,15-09-1997,167,175,1289,,,,,,
B46C0251,001,29-09-1997,183,191,1273,,,,,,
B46C0251,001,14-10-1997,159,167,1297,,,,,,
B46C0251,001,28-10-1997,148,156,1308,,,,,,
B46C0251,001,12-11-1997,145,153,1311,,,,,,
B46C0251,001,28-11-1997,142,150,1314,,,,,,
B46C0251,001,15-12-1997,128,136,1328,,,,,,
B46C0251,001,29-12-1997,123,131,1333,,,,,,
B46C0251,001,14-01-1998,110,118,1346,,,,,,
B46C0251,001,28-01-1998,112,120,1344,,,,,,
B46C0251,001,16-02-1998,117,125,1339,,,,,,
B46C0251,001,27-02-1998,118,126,1338,,,,,,
B46C0251,001,13-03-1998,85,93,1371,,,,,,
B46C0251,001,27-03-1998,99,107,1357,,,,,,
B46C0251,001,14-04-1998,94,102,1362,,,,,,
B46C0251,001,28-04-1998,83,91,1373,,,,,,
B46C0251,001,14-05-1998,113,121,1343,,,,,,
B46C0251,001,28-05-1998,119,127,1337,,,,,,
B46C0251,001,15-06-1998,65,73,1391,,,,,,
B46C0251,001,29-06-1998,108,116,1348,,,,,,
B46C0251,001,15-07-1998,112,120,1344,,,,,,
B46C0251,001,28-07-1998,125,133,1331,,,,,,
B46C0251,001,14-08-1998,158,166,1298,,,,,,
B46C0251,001,28-08-1998,141,149,1315,,,,,,
B46C0251,001,14-09-1998,83,91,1373,,,,,,
B46C0251,001,28-09-1998,107,115,1349,,,,,,
B46C0251,001,14-10-1998,86,94,1370,,,,,,
B46C0251,001,29-10-1998,56,64,1400,,,,,,
B46C0251,001,13-11-1998,68,76,1388,,,,,,
B46C0251,001,27-11-1998,79,87,1377,,,,,,
B46C0251,001,14-12-1998,84,92,1372,,,,,,
B46C0251,001,28-12-1998,85,93,1371,,,,,,
B46C0251,001,14-01-1999,70,78,1386,,,,,,
B46C0251,001,28-01-1999,74,82,1382,,,,,,
B46C0251,001,12-02-1999,96,104,1360,,,,,,
B46C0251,001,01-03-1999,71,79,1385,,,,,,
B46C0251,001,15-03-1999,91,99,1365,,,,,,
B46C0251,001,29-03-1999,96,104,1360,,,,,,
B46C0251,001,14-04-1999,88,96,1368,,,,,,
B46C0251,001,28-04-1999,88,96,1368,,,,,,
B46C0251,001,12-05-1999,104,112,1352,,,,,,
B46C0251,001,28-05-1999,120,128,1336,,,,,,
B46C0251,001,14-06-1999,112,120,1344,,,,,,
B46C0251,001,28-06-1999,130,138,1326,,,,,,
B46C0251,001,14-07-1999,135,143,1321,,,,,,
B46C0251,001,28-07-1999,166,174,1290,,,,,,
B46C0251,001,13-08-1999,144,152,1312,,,,,,
B46C0251,001,31-08-1999,128,136,1328,,,,,,
B46C0251,001,28-09-1999,147,155,1309,,,,,,
B46C0251,001,14-10-1999,137,145,1319,,,,,,
B46C0251,001,28-10-1999,141,149,1315,,,,,,
B46C0251,001,15-11-1999,133,141,1323,,,,,,
B46C0251,001,29-11-1999,129,137,1327,,,,,,
B46C0251,001,14-12-1999,85,93,1371,,,,,,
B46C0251,001,28-12-1999,74,82,1382,,,,,,
B46C0251,001,14-01-2000,99,107,1357,,,,,,
B46C0251,001,28-01-2000,106,114,1350,,,,,,
B46C0251,001,14-02-2000,92,100,1364,,,,,,
B46C0251,001,28-02-2000,76,84,1380,,,,,,
B46C0251,001,14-03-2000,79,87,1377,,,,,,
B46C0251,001,28-03-2000,82,90,1374,,,,,,
B46C0251,001,14-04-2000,98,106,1358,,,,,,
B46C0251,001,28-04-2000,94,102,1362,,,,,,
B46C0251,001,14-05-2000,111,119,1345,,,,,,
B46C0251,001,29-05-2000,91,99,1365,,,,,,
B46C0251,001,13-06-2000,,,,N,,,,,
B46C0251,001,28-06-2000,128,136,1328,,,,,,
B46C0251,001,14-07-2000,124,132,1332,,,,,,
B46C0251,001,28-07-2000,123,131,1333,,,,,,
B46C0251,001,14-08-2000,140,148,1316,,,,,,
B46C0251,001,28-08-2000,144,152,1312,,,,,,
B46C0251,001,14-09-2000,134,142,1322,,,,,,
B46C0251,001,28-09-2000,135,143,1321,,,,,,
B46C0251,001,13-10-2000,126,134,1330,,,,,,
B46C0251,001,27-10-2000,129,137,1327,,,,,,
B46C0251,001,14-11-2000,114,122,1342,,,,,,
B46C0251,001,28-11-2000,90,98,1366,,,,,,
B46C0251,001,14-12-2000,82,90,1374,,,,,,
B46C0251,001,28-12-2000,107,115,1349,,,,,,
B46C0251,001,15-01-2001,101,109,1355,,,,,,
B46C0251,001,29-01-2001,80,88,1376,,,,,,
B46C0251,001,15-02-2001,84,92,1372,,,,,,
B46C0251,001,28-02-2001,94,102,1362,,,,,,
B46C0251,001,14-03-2001,84,92,1372,,,,,,
B46C0251,001,28-03-2001,86,94,1370,,,,,,
B46C0251,001,13-04-2001,94,102,1362,,,,,,
B46C0251,001,27-04-2001,92,100,1364,,,,,,
B46C0251,001,14-05-2001,114,122,1342,,,,,,
B46C0251,001,28-05-2001,125,133,1331,,,,,,
B46C0251,001,14-06-2001,133,141,1323,,,,,,
B46C0251,001,28-06-2001,155,163,1301,,,,,,
B46C0251,001,13-07-2001,172,180,1284,,,,,,
B46C0251,001,30-07-2001,174,182,1282,,,,,,
B46C0251,001,14-08-2001,180,188,1276,,,,,,
B46C0251,001,29-08-2001,182,190,1274,,,,,,
B46C0251,001,13-09-2001,145,153,1311,,,,,,
B46C0251,001,28-09-2001,122,130,1334,,,,,,
B46C0251,001,14-10-2001,125,133,1331,,,,,,
B46C0251,001,29-10-2001,129,137,1327,,,,,,
B46C0251,001,14-11-2001,126,134,1330,,,,,,
B46C0251,001,28-11-2001,106,114,1350,,,,,,
B46C0251,001,13-12-2001,105,113,1351,,,,,,
B46C0251,001,28-12-2001,69,77,1387,,,,,,
B46C0251,001,14-01-2002,103,111,1353,,,,,,
B46C0251,001,28-01-2002,53,61,1403,,,,,,
B46C0251,001,14-02-2002,79,87,1377,,,,,,
B46C0251,001,01-03-2002,42,50,1414,,,,,,
B46C0251,001,14-03-2002,82,90,1374,,,,,,
B46C0251,001,28-03-2002,95,103,1361,,,,,,
B46C0251,001,16-04-2002,98,106,1358,,,,,,
B46C0251,001,26-04-2002,103,111,1353,,,,,,
B46C0251,001,15-05-2002,105,113,1351,,,,,,
B46C0251,001,28-05-2002,116,124,1340,,,,,,
B46C0251,001,14-06-2002,126,134,1330,,,,,,
B46C0251,001,27-06-2002,129,137,1327,,,,,,
B46C0251,001,16-07-2002,127,135,1329,,,,,,
B46C0251,001,26-07-2002,118,126,1338,,,,,,
B46C0251,001,14-08-2002,134,142,1322,,,,,,
B46C0251,001,28-08-2002,104,112,1352,,,,,,
B46C0251,001,16-09-2002,136,144,1320,,,,,,
B46C0251,001,27-09-2002,140,148,1316,,,,,,
B46C0251,001,15-10-2002,134,142,1322,,,,,,
B46C0251,001,29-10-2002,134,142,1322,,,,,,
B46C0251,001,14-11-2002,90,98,1366,,,,,,
B46C0251,001,29-11-2002,105,113,1351,,,,,,
B46C0251,001,16-12-2002,116,124,1340,,,,,,
B46C0251,001,31-12-2002,49,57,1407,,,,,,
B46C0251,001,14-01-2003,85,93,1371,,,,,,
B46C0251,001,28-04-2003,108,116,1348,,,,,,
B46C0251,001,14-10-2003,,,,N,,,,,
B46C0251,001,12-12-2003,138,146,1318,,,,,,
B46C0251,001,27-04-2004,110,118,1346,,,,,,
B46C0251,001,27-08-2004,101,109,1355,,,,,,
B46C0251,001,15-10-2004,133,141,1323,,,,,,
B46C0251,001,14-12-2004,108,116,1348,,,,,,
B46C0251,001,26-04-2005,108,116,1348,,,,,,
B46C0251,001,29-08-2005,142,150,1314,,,,,,
B46C0251,001,14-10-2005,154,162,1302,,,,,,
B46C0251,001,28-10-2005,154,162,1302,,,,,,
B46C0251,001,14-12-2005,124,132,1332,,,,,,
B46C0251,001,28-04-2006,110,118,1346,,,,,,
B46C0251,001,30-08-2006,134,142,1322,,,,,,
B46C0251,001,16-10-2006,128,136,1328,,,,,,
B46C0251,001,13-12-2006,84,92,1372,,,,,,
B46C0251,001,27-04-2007,119,127,1337,,,,,,
B46C0251,001,29-08-2007,118,126,1338,,,,,,
B46C0251,001,18-10-2007,132,140,1324,,,,,,
B46C0251,001,13-12-2007,185,193,1271,,,,,,
B46C0251,001,28-04-2008,96,104,1360,,,,,,
B46C0251,001,29-08-2008,136,144,1320,,,,,,
B46C0251,001,15-10-2008,128,136,1328,,,,,,
B46C0251,001,16-12-2008,114,122,1342,,,,,,
B46C0251,001,28-04-2009,115,123,1341,,,,,,
B46C0251,001,27-08-2009,168,176,1288,,,,,,
B46C0251,001,15-10-2009,139,147,1317,,,,,,
B46C0251,001,15-12-2009,89,97,1367,,,,,,
B46C0251,001,04-05-2010,109,117,1347,,,,,,
B46C0251,001,25-08-2010,185,193,1271,,,,,,
B46C0251,001,15-10-2010,121,129,1335,,,,,,
B46C0251,001,14-12-2010,95,103,1361,,,,,,
B46C0251,001,02-03-2011,176,89,1376,,,,,,
B46C0251,001,03-03-2011,181,94,1371,,,,,,
B46C0251,001,04-03-2011,183,96,1369,,,,,,
B46C0251,001,05-03-2011,185,98,1367,,,,,,
B46C0251,001,06-03-2011,188,101,1364,,,,,,
B46C0251,001,07-03-2011,190,103,1362,,,,,,
B46C0251,001,08-03-2011,191,104,1361,,,,,,
B46C0251,001,09-03-2011,191,104,1361,,,,,,
B46C0251,001,10-03-2011,192,105,1360,,,,,,
B46C0251,001,11-03-2011,195,108,1357,,,,,,
B46C0251,001,12-03-2011,194,107,1358,,,,,,
B46C0251,001,13-03-2011,195,108,1357,,,,,,
B46C0251,001,14-03-2011,198,111,1354,,,,,,
B46C0251,001,15-03-2011,197,110,1355,,,,,,
B46C0251,001,16-03-2011,197,110,1355,,,,,,
B46C0251,001,17-03-2011,199,112,1353,,,,,,
B46C0251,001,18-03-2011,201,114,1351,,,,,,
B46C0251,001,19-03-2011,194,107,1358,,,,,,
B46C0251,001,20-03-2011,195,108,1357,,,,,,
B46C0251,001,21-03-2011,197,110,1355,,,,,,
B46C0251,001,22-03-2011,200,113,1352,,,,,,
B46C0251,001,23-03-2011,200,113,1352,,,,,,
B46C0251,001,24-03-2011,200,113,1352,,,,,,
B46C0251,001,25-03-2011,198,111,1354,,,,,,
