Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,22-01-2021,,,,,,,,
Gegevens beschikbaar:,29-04-1963,tot:,28-04-1989,,,,,,,,
Datum: ,22-01-2021,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B46D0989,001,46DL0021,195470,401440,1528,29-04-1963,29-04-1963,28-08-1970,1523,-5,1408,1358
B46D0989,001,46DL0021,195470,401440,1528,29-04-1963,28-08-1970,24-03-1987,1529,1,1414,1364
B46D0989,001,46DL0021,195470,401440,1528,29-04-1963,24-03-1987,14-05-1989,1533,5,1383,1333


Locatie,Filternummer,Peildatum,Stand (cm t.o.v. MP),Stand (cm t.o.v. MV),Stand (cm t.o.v. NAP),Bijzonderheid,Opmerking,,,
B46D0989,001,29-04-1963,37,42,1486,,,,,,
B46D0989,001,28-08-1963,76,81,1447,,,,,,
B46D0989,001,18-10-1963,60,65,1463,,,,,,
B46D0989,001,31-12-1963,45,50,1478,,,,,,
B46D0989,001,28-04-1964,56,61,1467,,,,,,
B46D0989,001,28-08-1964,94,99,1429,,,,,,
B46D0989,001,14-10-1964,91,96,1432,,,,,,
B46D0989,001,14-12-1964,45,50,1478,,,,,,
B46D0989,001,28-04-1965,36,41,1487,,,,,,
B46D0989,001,27-08-1965,27,32,1496,,,,,,
B46D0989,001,14-10-1965,69,74,1454,,,,,,
B46D0989,001,14-12-1965,14,19,1509,,,,,,
B46D0989,001,28-04-1966,37,42,1486,,,,,,
B46D0989,001,29-08-1966,73,78,1450,,,,,,
B46D0989,001,14-10-1966,62,67,1461,,,,,,
B46D0989,001,14-12-1966,4,9,1519,,,,,,
B46D0989,001,28-04-1967,63,68,1460,,,,,,
B46D0989,001,28-08-1967,87,92,1436,,,,,,
B46D0989,001,13-10-1967,74,79,1449,,,,,,
B46D0989,001,14-12-1967,41,46,1482,,,,,,
B46D0989,001,29-04-1968,77,82,1446,,,,,,
B46D0989,001,28-08-1968,49,54,1474,,,,,,
B46D0989,001,14-10-1968,38,43,1485,,,,,,
B46D0989,001,13-12-1968,56,61,1467,,,,,,
B46D0989,001,28-04-1969,69,74,1454,,,,,,
B46D0989,001,28-08-1969,65,70,1458,,,,,,
B46D0989,001,14-10-1969,91,96,1432,,,,,,
B46D0989,001,16-12-1969,61,66,1462,,,,,,
B46D0989,001,28-04-1970,32,37,1491,,,,,,
B46D0989,001,28-08-1970,94,93,1435,,,,,,
B46D0989,001,14-10-1970,77,76,1452,,,,,,
B46D0989,001,14-12-1970,45,44,1484,,,,,,
B46D0989,001,28-04-1971,53,52,1476,,,,,,
B46D0989,001,27-08-1971,91,90,1438,,,,,,
B46D0989,001,14-10-1971,95,94,1434,,,,,,
B46D0989,001,14-12-1971,64,63,1465,,,,,,
B46D0989,001,28-04-1972,66,65,1463,,,,,,
B46D0989,001,28-08-1972,85,84,1444,,,,,,
B46D0989,001,13-10-1972,83,82,1446,,,,,,
B46D0989,001,14-12-1972,53,52,1476,,,,,,
B46D0989,001,27-04-1973,61,60,1468,,,,,,
B46D0989,001,28-08-1973,112,111,1417,,,,,,
B46D0989,001,17-10-1973,100,99,1429,,,,,,
B46D0989,001,18-12-1973,49,48,1480,,,,,,
B46D0989,001,29-04-1974,73,72,1456,,,,,,
B46D0989,001,28-08-1974,95,94,1434,,,,,,
B46D0989,001,14-10-1974,78,77,1451,,,,,,
B46D0989,001,13-12-1974,15,14,1514,,,,,,
B46D0989,001,28-04-1975,54,53,1475,,,,,,
B46D0989,001,28-08-1975,106,105,1423,,,,,,
B46D0989,001,14-10-1975,95,94,1434,,,,,,
B46D0989,001,14-01-1976,43,42,1486,,,,,,
B46D0989,001,28-04-1976,72,71,1457,,,,,,
B46D0989,001,27-08-1976,150,149,1379,,,,,,
B46D0989,001,14-10-1976,110,109,1419,,,,,,
B46D0989,001,05-01-1977,70,69,1459,,,,,,
B46D0989,001,28-04-1977,71,70,1458,,,,,,
B46D0989,001,26-08-1977,72,71,1457,,,,,,
B46D0989,001,14-10-1977,93,92,1436,,,,,,
B46D0989,001,12-12-1977,50,49,1479,,,,,,
B46D0989,001,28-04-1978,75,74,1454,,,,,,
B46D0989,001,25-08-1978,106,105,1423,,,,,,
B46D0989,001,13-10-1978,84,83,1445,,,,,,
B46D0989,001,13-02-1979,50,49,1479,,,,,,
B46D0989,001,27-04-1979,55,54,1474,,,,,,
B46D0989,001,17-09-1979,90,89,1439,,,,,,
B46D0989,001,15-10-1979,100,99,1429,,,,,,
B46D0989,001,28-11-1979,74,73,1455,,,,,,
B46D0989,001,25-03-1980,56,55,1473,,,,,,
B46D0989,001,28-04-1980,68,67,1461,,,,,,
B46D0989,001,28-08-1980,141,140,1388,,,,,,
B46D0989,001,22-10-1980,83,82,1446,,,,,,
B46D0989,001,15-12-1980,71,70,1458,,,,,,
B46D0989,001,28-04-1981,111,110,1418,,,,,,
B46D0989,001,28-08-1981,114,113,1415,,,,,,
B46D0989,001,14-10-1981,114,113,1415,,,,,,
B46D0989,001,05-01-1982,75,74,1454,,,,,,
B46D0989,001,28-04-1982,100,99,1429,,,,,,
B46D0989,001,27-08-1982,137,136,1392,,,,,,
B46D0989,001,14-10-1982,125,124,1404,,,,,,
B46D0989,001,14-12-1982,104,103,1425,,,,,,
B46D0989,001,28-04-1983,101,100,1428,,,,,,
B46D0989,001,29-08-1983,140,139,1389,,,,,,
B46D0989,001,14-10-1983,138,137,1391,,,,,,
B46D0989,001,14-12-1983,118,117,1411,,,,,,
B46D0989,001,27-04-1984,104,103,1425,,,,,,
B46D0989,001,28-08-1984,131,130,1398,,,,,,
B46D0989,001,15-10-1984,100,99,1429,,,,,,
B46D0989,001,14-12-1984,100,99,1429,,,,,,
B46D0989,001,26-04-1985,100,99,1429,,,,,,
B46D0989,001,28-08-1985,120,119,1409,,,,,,
B46D0989,001,14-10-1985,130,129,1399,,,,,,
B46D0989,001,13-12-1985,117,116,1412,,,,,,
B46D0989,001,28-04-1986,110,109,1419,,,,,,
B46D0989,001,28-08-1986,135,134,1394,,,,,,
B46D0989,001,14-10-1986,140,139,1389,,,,,,
B46D0989,001,28-04-1987,112,107,1421,,,,,,
B46D0989,001,28-08-1987,108,103,1425,,,,,,
B46D0989,001,14-10-1987,111,106,1422,,,,,,
B46D0989,001,11-12-1987,109,104,1424,,,,,,
B46D0989,001,28-04-1988,105,100,1428,,,,,,
B46D0989,001,26-08-1988,120,115,1413,,,,,,
B46D0989,001,13-10-1988,87,82,1446,,,,,,
B46D0989,001,16-12-1988,91,86,1442,,,,,,
B46D0989,001,28-04-1989,99,94,1434,,,,,,
