Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,22-01-2021,,,,,,,,
B52B0384,001,28-02-1967,61,83,1971,,,,,,
B52B0384,001,28-03-1967,90,112,1942,,,,,,
B52B0384,001,28-04-1967,157,179,1875,,,,,,
B52B0384,001,30-05-1967,148,170,1884,,,,,,
B52B0384,001,03-07-1967,182,204,1850,,,,,,
B52B0384,001,28-07-1967,203,225,1829,,,,,,
B52B0384,001,29-08-1967,213,235,1819,,,,,,
B52B0384,001,02-10-1967,222,244,1810,,,,,,
B52B0384,001,27-10-1967,220,242,1812,,,,,,
B52B0384,001,01-12-1967,192,214,1840,,,,,,
B52B0384,001,28-12-1967,130,152,1902,,,,,,
B52B0384,001,29-01-1968,87,109,1945,,,,,,
B52B0384,001,01-03-1968,112,134,1920,,,,,,
B52B0384,001,05-04-1968,127,149,1905,,,,,,
B52B0384,001,07-05-1968,158,180,1874,,,,,,
B52B0384,001,31-05-1968,172,194,1860,,,,,,
B52B0384,001,01-07-1968,169,191,1863,,,,,,
B52B0384,001,31-07-1968,198,220,1834,,,,,,
B52B0384,001,28-08-1968,188,210,1844,,,,,,
B52B0384,001,27-09-1968,174,196,1858,,,,,,
B52B0384,001,28-10-1968,149,171,1883,,,,,,
B52B0384,001,28-11-1968,149,171,1883,,,,,,
B52B0384,001,27-12-1968,157,179,1875,,,,,,
B52B0384,001,28-01-1969,120,142,1912,,,,,,
B52B0384,001,28-02-1969,128,150,1904,,,,,,
B52B0384,001,28-03-1969,133,155,1899,,,,,,
B52B0384,001,28-04-1969,131,153,1901,,,,,,
B52B0384,001,28-05-1969,165,187,1867,,,,,,
B52B0384,001,27-06-1969,190,212,1842,,,,,,
B52B0384,001,28-07-1969,215,237,1817,,,,,,
B52B0384,001,29-09-1969,233,255,1799,,,,,,
B52B0384,001,28-10-1969,240,262,1792,,,,,,
B52B0384,001,14-11-1969,248,270,1784,,,,,,
B52B0384,001,28-11-1969,293,315,1739,,,,,,
B52B0384,001,15-12-1969,246,268,1786,,,,,,
B52B0384,001,29-12-1969,240,262,1792,,,,,,
B52B0384,001,14-01-1970,236,258,1796,,,,,,
B52B0384,001,28-01-1970,230,252,1802,,,,,,
B52B0384,001,16-02-1970,215,237,1817,,,,,,
B52B0384,001,28-02-1970,140,162,1892,,,,,,
B52B0384,001,13-03-1970,138,160,1894,,,,,,
B52B0384,001,27-03-1970,126,148,1906,,,,,,
B52B0384,001,14-04-1970,117,139,1915,,,,,,
B52B0384,001,28-04-1970,120,142,1912,,,,,,
B52B0384,001,28-05-1970,166,188,1866,,,,,,
B52B0384,001,15-06-1970,190,212,1842,,,,,,
B52B0384,001,30-06-1970,208,230,1824,,,,,,
B52B0384,001,14-07-1970,216,238,1816,,,,,,
B52B0384,001,29-07-1970,215,237,1817,,,,,,
B52B0384,001,14-08-1970,227,249,1805,,,,,,
B52B0384,001,28-08-1970,236,258,1796,,,,,,
B52B0384,001,15-09-1970,250,272,1782,,,,,,
B52B0384,001,28-09-1970,252,274,1780,,,,,,
B52B0384,001,14-10-1970,253,275,1779,,,,,,
B52B0384,001,28-10-1970,250,272,1782,,,,,,
B52B0384,001,13-11-1970,227,249,1805,,,,,,
B52B0384,001,27-11-1970,210,232,1822,,,,,,
B52B0384,001,14-12-1970,197,219,1835,,,,,,
B52B0384,001,14-01-1971,209,231,1823,,,,,,
B52B0384,001,28-01-1971,201,223,1831,,,,,,
B52B0384,001,15-02-1971,179,201,1853,,,,,,
B52B0384,001,01-03-1971,175,197,1857,,,,,,
B52B0384,001,15-03-1971,176,198,1856,,,,,,
B52B0384,001,29-03-1971,175,197,1857,,,,,,
B52B0384,001,14-04-1971,191,213,1841,,,,,,
B52B0384,001,28-04-1971,201,223,1831,,,,,,
B52B0384,001,14-05-1971,214,236,1818,,,,,,
B52B0384,001,28-05-1971,208,230,1824,,,,,,
B52B0384,001,14-06-1971,212,234,1820,,,,,,
B52B0384,001,28-06-1971,186,208,1846,,,,,,
B52B0384,001,14-07-1971,193,215,1839,,,,,,
B52B0384,001,28-07-1971,212,234,1820,,,,,,
B52B0384,001,13-08-1971,222,244,1810,,,,,,
B52B0384,001,27-08-1971,231,253,1801,,,,,,
B52B0384,001,14-09-1971,244,266,1788,,,,,,
B52B0384,001,28-09-1971,252,274,1780,,,,,,
B52B0384,001,14-10-1971,257,279,1775,,,,,,
B52B0384,001,28-10-1971,261,283,1771,,,,,,
B52B0384,001,15-11-1971,260,282,1772,,,,,,
B52B0384,001,29-11-1971,243,265,1789,,,,,,
B52B0384,001,14-12-1971,230,252,1802,,,,,,
B52B0384,001,28-12-1971,220,242,1812,,,,,,
B52B0384,001,14-01-1972,214,236,1818,,,,,,
B52B0384,001,28-01-1972,214,236,1818,,,,,,
B52B0384,001,14-02-1972,207,229,1825,,,,,,
B52B0384,001,28-02-1972,205,227,1827,,,,,,
B52B0384,001,14-03-1972,212,234,1820,,,,,,
B52B0384,001,28-03-1972,221,243,1811,,,,,,
B52B0384,001,14-04-1972,214,236,1818,,,,,,
B52B0384,001,28-04-1972,215,237,1817,,,,,,
B52B0384,001,15-05-1972,227,249,1805,,,,,,
B52B0384,001,29-05-1972,230,252,1802,,,,,,
B52B0384,001,14-06-1972,236,258,1796,,,,,,
B52B0384,001,28-06-1972,233,255,1799,,,,,,
B52B0384,001,14-07-1972,226,248,1806,,,,,,
B52B0384,001,28-07-1972,238,260,1794,,,,,,
B52B0384,001,14-08-1972,241,263,1791,,,,,,
B52B0384,001,28-08-1972,244,266,1788,,,,,,
B52B0384,001,14-09-1972,254,276,1778,,,,,,
B52B0384,001,28-09-1972,261,283,1771,,,,,,
B52B0384,001,13-10-1972,266,288,1766,,,,,,
B52B0384,001,27-10-1972,270,292,1762,,,,,,
B52B0384,001,14-11-1972,271,293,1761,,,,,,
B52B0384,001,28-11-1972,272,294,1760,,,,,,
B52B0384,001,14-12-1972,268,290,1764,,,,,,
B52B0384,001,28-12-1972,267,289,1765,,,,,,
B52B0384,001,15-01-1973,276,298,1756,,,,,,
B52B0384,001,29-01-1973,278,300,1754,,,,,,
B52B0384,001,14-02-1973,277,299,1755,,,,,,
B52B0384,001,28-02-1973,257,279,1775,,,,,,
B52B0384,001,14-03-1973,243,265,1789,,,,,,
B52B0384,001,28-03-1973,241,263,1791,,,,,,
B52B0384,001,13-04-1973,239,261,1793,,,,,,
B52B0384,001,27-04-1973,234,256,1798,,,,,,
B52B0384,001,14-05-1973,226,248,1806,,,,,,
B52B0384,001,28-05-1973,234,256,1798,,,,,,
B52B0384,001,14-06-1973,238,260,1794,,,,,,
B52B0384,001,28-06-1973,253,275,1779,,,,,,
B52B0384,001,14-07-1973,266,288,1766,,,,,,
B52B0384,001,27-07-1973,267,289,1765,,,,,,
B52B0384,001,14-08-1973,298,320,1734,,,,,,
B52B0384,001,28-08-1973,304,326,1728,,,,,,
B52B0384,001,14-09-1973,313,335,1719,,,,,,
B52B0384,001,28-09-1973,317,339,1715,,,,,,
B52B0384,001,15-10-1973,323,345,1709,,,,,,
B52B0384,001,29-10-1973,326,348,1706,,,,,,
B52B0384,001,14-11-1973,324,346,1708,,,,,,
B52B0384,001,28-11-1973,323,345,1709,,,,,,
B52B0384,001,14-12-1973,314,336,1718,,,,,,
B52B0384,001,03-01-1974,291,313,1741,,,,,,
B52B0384,001,14-01-1974,284,306,1748,,,,,,
B52B0384,001,28-01-1974,270,292,1762,,,,,,
B52B0384,001,14-02-1974,245,267,1787,,,,,,
B52B0384,001,28-02-1974,232,254,1800,,,,,,
B52B0384,001,14-03-1974,231,253,1801,,,,,,
B52B0384,001,28-03-1974,216,238,1816,,,,,,
B52B0384,001,15-04-1974,231,253,1801,,,,,,
B52B0384,001,29-04-1974,239,261,1793,,,,,,
B52B0384,001,14-05-1974,249,271,1783,,,,,,
B52B0384,001,29-05-1974,256,278,1776,,,,,,
B52B0384,001,14-06-1974,265,287,1767,,,,,,
B52B0384,001,28-06-1974,274,296,1758,,,,,,
B52B0384,001,15-07-1974,278,300,1754,,,,,,
B52B0384,001,29-07-1974,280,302,1752,,,,,,
B52B0384,001,14-08-1974,288,310,1744,,,,,,
B52B0384,001,29-08-1974,293,315,1739,,,,,,
B52B0384,001,13-09-1974,297,319,1735,,,,,,
B52B0384,001,27-09-1974,301,323,1731,,,,,,
B52B0384,001,15-10-1974,303,325,1729,,,,,,
B52B0384,001,28-10-1974,298,320,1734,,,,,,
B52B0384,001,14-11-1974,278,300,1754,,,,,,
B52B0384,001,29-11-1974,259,281,1773,,,,,,
B52B0384,001,13-12-1974,198,220,1834,,,,,,
B52B0384,001,27-12-1974,157,179,1875,,,,,,
B52B0384,001,14-01-1975,147,169,1885,,,,,,
B52B0384,001,28-01-1975,138,160,1894,,,,,,
B52B0384,001,14-02-1975,144,166,1888,,,,,,
B52B0384,001,27-02-1975,154,176,1878,,,,,,
B52B0384,001,14-03-1975,157,179,1875,,,,,,
B52B0384,001,28-03-1975,146,168,1886,,,,,,
B52B0384,001,14-04-1975,144,166,1888,,,,,,
B52B0384,001,28-04-1975,156,178,1876,,,,,,
B52B0384,001,14-05-1975,178,200,1854,,,,,,
B52B0384,001,29-05-1975,196,218,1836,,,,,,
B52B0384,001,16-06-1975,218,240,1814,,,,,,
B52B0384,001,27-06-1975,224,246,1808,,,,,,
B52B0384,001,14-07-1975,234,256,1798,,,,,,
B52B0384,001,28-07-1975,248,270,1784,,,,,,
B52B0384,001,14-08-1975,266,288,1766,,,,,,
B52B0384,001,28-08-1975,277,299,1755,,,,,,
B52B0384,001,15-09-1975,285,307,1747,,,,,,
B52B0384,001,29-09-1975,291,313,1741,,,,,,
B52B0384,001,14-10-1975,296,318,1736,,,,,,
B52B0384,001,28-10-1975,301,323,1731,,,,,,
B52B0384,001,14-11-1975,307,329,1725,,,,,,
B52B0384,001,28-11-1975,310,332,1722,,,,,,
B52B0384,001,15-12-1975,302,324,1730,,,,,,
B52B0384,001,29-12-1975,300,322,1732,,,,,,
B52B0384,001,15-01-1976,290,312,1742,,,,,,
B52B0384,001,28-01-1976,278,300,1754,,,,,,
B52B0384,001,13-02-1976,270,292,1762,,,,,,
B52B0384,001,27-02-1976,267,289,1765,,,,,,
B52B0384,001,16-03-1976,266,288,1766,,,,,,
B52B0384,001,29-03-1976,270,292,1762,,,,,,
B52B0384,001,15-04-1976,275,297,1757,,,,,,
B52B0384,001,28-04-1976,283,305,1749,,,,,,
B52B0384,001,14-05-1976,294,316,1738,,,,,,
B52B0384,001,28-05-1976,301,323,1731,,,,,,
B52B0384,001,14-06-1976,308,330,1724,,,,,,
B52B0384,001,28-06-1976,320,342,1712,,,,,,
B52B0384,001,14-07-1976,333,355,1699,,,,,,
B52B0384,001,28-07-1976,341,363,1691,,,,,,
B52B0384,001,16-08-1976,351,373,1681,,,,,,
B52B0384,001,30-08-1976,359,381,1673,,,,,,
B52B0384,001,16-09-1976,362,384,1670,,,,,,
B52B0384,001,29-09-1976,363,385,1669,,,,,,
B52B0384,001,14-10-1976,363,385,1669,,,,,,
B52B0384,001,15-11-1976,369,391,1663,,,,,,
B52B0384,001,29-11-1976,367,389,1665,,,,,,
B52B0384,001,14-12-1976,360,382,1672,,,,,,
B52B0384,001,27-12-1976,353,375,1679,,,,,,
B52B0384,001,13-01-1977,347,369,1685,,,,,,
B52B0384,001,28-01-1977,340,362,1692,,,,,,
B52B0384,001,14-02-1977,324,346,1708,,,,,,
B52B0384,001,28-02-1977,316,338,1716,,,,,,
B52B0384,001,14-03-1977,306,328,1726,,,,,,
B52B0384,001,28-03-1977,300,322,1732,,,,,,
B52B0384,001,15-04-1977,296,318,1736,,,,,,
B52B0384,001,28-04-1977,291,313,1741,,,,,,
B52B0384,001,13-05-1977,290,312,1742,,,,,,
B52B0384,001,27-05-1977,291,313,1741,,,,,,
B52B0384,001,14-06-1977,297,319,1735,,,,,,
B52B0384,001,29-06-1977,299,321,1733,,,,,,
B52B0384,001,14-07-1977,340,362,1692,,,,,,
B52B0384,001,29-07-1977,325,347,1707,,,,,,
B52B0384,001,15-08-1977,330,352,1702,,,,,,
B52B0384,001,29-08-1977,317,339,1715,,,,,,
B52B0384,001,14-09-1977,310,332,1722,,,,,,
B52B0384,001,28-09-1977,315,337,1717,,,,,,
B52B0384,001,14-10-1977,320,342,1712,,,,,,
B52B0384,001,28-10-1977,326,348,1706,,,,,,
B52B0384,001,14-11-1977,328,350,1704,,,,,,
B52B0384,001,28-11-1977,325,347,1707,,,,,,
B52B0384,001,14-12-1977,306,328,1726,,,,,,
B52B0384,001,28-12-1977,297,319,1735,,,,,,
B52B0384,001,13-01-1978,288,310,1744,,,,,,
B52B0384,001,27-01-1978,277,299,1755,,,,,,
B52B0384,001,14-02-1978,267,289,1765,,,,,,
B52B0384,001,28-02-1978,265,287,1767,,,,,,
B52B0384,001,15-03-1978,264,286,1768,,,,,,
B52B0384,001,29-03-1978,254,276,1778,,,,,,
B52B0384,001,15-04-1978,241,263,1791,,,,,,
B52B0384,001,28-04-1978,239,261,1793,,,,,,
B52B0384,001,16-05-1978,242,264,1790,,,,,,
B52B0384,001,29-05-1978,250,272,1782,,,,,,
B52B0384,001,15-06-1978,271,293,1761,,,,,,
B52B0384,001,28-06-1978,276,298,1756,,,,,,
B52B0384,001,14-07-1978,259,281,1773,,,,,,
B52B0384,001,28-07-1978,259,281,1773,,,,,,
B52B0384,001,14-08-1978,277,299,1755,,,,,,
B52B0384,001,28-08-1978,289,311,1743,,,,,,
B52B0384,001,14-09-1978,288,310,1744,,,,,,
B52B0384,001,28-09-1978,292,314,1740,,,,,,
B52B0384,001,13-10-1978,283,305,1749,,,,,,
B52B0384,001,30-10-1978,284,306,1748,,,,,,
B52B0384,001,15-11-1978,289,311,1743,,,,,,
B52B0384,001,29-11-1978,296,318,1736,,,,,,
B52B0384,001,15-12-1978,294,316,1738,,,,,,
B52B0384,001,29-12-1978,284,306,1748,,,,,,
B52B0384,001,28-02-1979,191,213,1841,,,,,,
B52B0384,001,15-03-1979,151,173,1881,,,,,,
B52B0384,001,28-03-1979,131,153,1901,,,,,,
B52B0384,001,13-04-1979,150,172,1882,,,,,,
B52B0384,001,27-04-1979,164,186,1868,,,,,,
B52B0384,001,14-05-1979,160,182,1872,,,,,,
B52B0384,001,28-05-1979,174,196,1858,,,,,,
B52B0384,001,14-06-1979,175,197,1857,,,,,,
B52B0384,001,28-06-1979,198,220,1834,,,,,,
B52B0384,001,16-07-1979,217,239,1815,,,,,,
B52B0384,001,28-07-1979,219,241,1813,,,,,,
B52B0384,001,14-08-1979,229,251,1803,,,,,,
B52B0384,001,28-08-1979,243,265,1789,,,,,,
B52B0384,001,14-09-1979,250,272,1782,,,,,,
B52B0384,001,28-09-1979,260,282,1772,,,,,,
B52B0384,001,15-10-1979,269,291,1763,,,,,,
B52B0384,001,29-10-1979,276,298,1756,,,,,,
