Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,22-01-2021,,,,,,,,
Gegevens beschikbaar:,15-09-1980,tot:,13-08-1987,,,,,,,,
Datum: ,22-01-2021,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B46D0814,002,46DP0071,191360,406610,1323,15-09-1980,15-09-1980,28-08-1987,1308,-15,723,623


Locatie,Filternummer,Peildatum,Stand (cm t.o.v. MP),Stand (cm t.o.v. MV),Stand (cm t.o.v. NAP),Bijzonderheid,Opmerking,,,
B46D0814,002,15-09-1980,147,162,1161,,,,,,
B46D0814,002,29-09-1980,154,169,1154,,,,,,
B46D0814,002,14-10-1980,164,179,1144,,,,,,
B46D0814,002,28-10-1980,161,176,1147,,,,,,
B46D0814,002,14-11-1980,166,181,1142,,,,,,
B46D0814,002,28-11-1980,151,166,1157,,,,,,
B46D0814,002,15-12-1980,137,152,1171,,,,,,
B46D0814,002,29-12-1980,95,110,1213,,,,,,
B46D0814,002,14-01-1981,71,86,1237,,,,,,
B46D0814,002,28-01-1981,73,88,1235,,,,,,
B46D0814,002,13-02-1981,85,100,1223,,,,,,
B46D0814,002,27-02-1981,108,123,1200,,,,,,
B46D0814,002,16-03-1981,33,48,1275,,,,,,
B46D0814,002,27-03-1981,64,79,1244,,,,,,
B46D0814,002,14-04-1981,104,119,1204,,,,,,
B46D0814,002,28-04-1981,122,137,1186,,,,,,
B46D0814,002,14-05-1981,125,140,1183,,,,,,
B46D0814,002,29-05-1981,124,139,1184,,,,,,
B46D0814,002,15-06-1981,135,150,1173,,,,,,
B46D0814,002,29-06-1981,147,162,1161,,,,,,
B46D0814,002,15-07-1981,129,144,1179,,,,,,
B46D0814,002,28-07-1981,130,145,1178,,,,,,
B46D0814,002,14-08-1981,146,161,1162,,,,,,
B46D0814,002,28-08-1981,158,173,1150,,,,,,
B46D0814,002,14-09-1981,172,187,1136,,,,,,
B46D0814,002,28-09-1981,175,190,1133,,,,,,
B46D0814,002,14-10-1981,168,183,1140,,,,,,
B46D0814,002,28-10-1981,137,152,1171,,,,,,
B46D0814,002,13-11-1981,119,134,1189,,,,,,
B46D0814,002,27-11-1981,82,97,1226,,,,,,
B46D0814,002,14-12-1981,63,78,1245,,,,,,
B46D0814,002,28-12-1981,97,112,1211,,,,,,
B46D0814,002,14-01-1982,94,109,1214,,,,,,
B46D0814,002,28-01-1982,114,129,1194,,,,,,
B46D0814,002,15-02-1982,136,151,1172,,,,,,
B46D0814,002,01-03-1982,162,177,1146,,,,,,
B46D0814,002,15-03-1982,151,166,1157,,,,,,
B46D0814,002,29-03-1982,126,141,1182,,,,,,
B46D0814,002,14-04-1982,121,136,1187,,,,,,
B46D0814,002,28-04-1982,124,139,1184,,,,,,
B46D0814,002,14-05-1982,133,148,1175,,,,,,
B46D0814,002,28-05-1982,141,156,1167,,,,,,
B46D0814,002,14-06-1982,154,169,1154,,,,,,
B46D0814,002,28-06-1982,155,170,1153,,,,,,
B46D0814,002,14-07-1982,169,184,1139,,,,,,
B46D0814,002,28-07-1982,180,195,1128,,,,,,
B46D0814,002,14-09-1982,216,231,1092,,,,,,
B46D0814,002,28-09-1982,226,241,1082,,,,,,
B46D0814,002,14-10-1982,217,232,1091,,,,,,
B46D0814,002,28-10-1982,212,227,1096,,,,,,
B46D0814,002,15-11-1982,191,206,1117,,,,,,
B46D0814,002,29-11-1982,178,193,1130,,,,,,
B46D0814,002,14-12-1982,149,164,1159,,,,,,
B46D0814,002,28-12-1982,102,117,1206,,,,,,
B46D0814,002,14-01-1983,72,87,1236,,,,,,
B46D0814,002,28-01-1983,75,90,1233,,,,,,
B46D0814,002,15-02-1983,83,98,1225,,,,,,
B46D0814,002,28-02-1983,90,105,1218,,,,,,
B46D0814,002,14-03-1983,98,113,1210,,,,,,
B46D0814,002,28-03-1983,62,77,1246,,,,,,
B46D0814,002,14-04-1983,76,91,1232,,,,,,
B46D0814,002,28-04-1983,101,116,1207,,,,,,
B46D0814,002,16-05-1983,108,123,1200,,,,,,
B46D0814,002,30-05-1983,79,94,1229,,,,,,
B46D0814,002,14-06-1983,125,140,1183,,,,,,
B46D0814,002,28-06-1983,152,167,1156,,,,,,
B46D0814,002,28-09-1983,202,217,1106,,,,,,
B46D0814,002,14-10-1983,214,229,1094,,,,,,
B46D0814,002,28-10-1983,209,224,1099,,,,,,
B46D0814,002,14-11-1983,225,240,1083,,,,,,
B46D0814,002,28-11-1983,236,251,1072,,,,,,
B46D0814,002,14-12-1983,194,209,1114,,,,,,
B46D0814,002,28-12-1983,169,184,1139,,,,,,
B46D0814,002,13-01-1984,128,143,1180,,,,,,
B46D0814,002,27-01-1984,88,103,1220,,,,,,
B46D0814,002,15-02-1984,54,69,1254,,,,,,
B46D0814,002,28-02-1984,75,90,1233,,,,,,
B46D0814,002,14-03-1984,82,97,1226,,,,,,
B46D0814,002,28-03-1984,97,112,1211,,,,,,
B46D0814,002,13-04-1984,105,120,1203,,,,,,
B46D0814,002,27-04-1984,129,144,1179,,,,,,
B46D0814,002,14-05-1984,155,170,1153,,,,,,
B46D0814,002,28-05-1984,141,156,1167,,,,,,
B46D0814,002,14-06-1984,117,132,1191,,,,,,
B46D0814,002,28-06-1984,137,152,1171,,,,,,
B46D0814,002,13-07-1984,149,164,1159,,,,,,
B46D0814,002,27-07-1984,151,166,1157,,,,,,
B46D0814,002,14-08-1984,167,182,1141,,,,,,
B46D0814,002,28-08-1984,184,199,1124,,,,,,
B46D0814,002,14-09-1984,192,207,1116,,,,,,
B46D0814,002,27-09-1984,166,181,1142,,,,,,
B46D0814,002,15-10-1984,95,110,1213,,,,,,
B46D0814,002,29-10-1984,71,86,1237,,,,,,
